aluminium,ammonia,arsenic,barium,,chloramine,chromium,copper,flouride,bacteria,viruses,,,,mercury,,radium,,silver,uranium,outcome
0.01,3.68,0.04,2.44,,0.16,0.09,1.89,1.36,0.82,0.82,,,,6,,0.33,,0.07,0.06,0
0.09,14.56,0.05,0.88,,0.49,0.02,0.54,1.2,0.59,0.59,,,,7,,2.33,,0.08,0.02,0
0.01,9.22,0.07,0.36,,0.02,0.03,01.03,0.99,0.43,6,,,,6,,3.27,,0.02,0.02,0
0.02,9.87,0.01,0.68,,0.53,0.01,1.84,0.22,0.13,4,,,,2,,0.26,,0.02,0.06,0
0.09,28.32,0.05,01.04,,0.06,0,0.4,0.34,0.65,0.65,,,,3,,2.92,,0.03,0.02,0
0.02,27.46,0.03,0.89,,0.37,0.09,0.01,0.78,0.54,0.54,,,,1,,0.06,,0.04,0.05,0
0.07,14.84,0.04,1.93,,0.18,0.01,1.9,1.1,1,1,,,,3,,02.07,,0,0,0
0.07,29.63,0.03,0.4,,0.13,0.04,1.46,1.46,0.76,0.76,,,,9,,0.61,,0.07,0.06,0
0.03,28.86,0.01,0.65,,0.55,0.07,01.04,0.51,0.71,0.71,,,,6,,05.06,,0.06,0.03,0
0.10,11.82,0.1,1.15,,0.04,0.04,0.99,0.62,0.72,0.72,,,,4,,0.79,,0.04,0.02,0
0.10,0.75,0.03,2.11,,0.38,0.01,1.13,01.05,0.97,0.97,,,,6,,0.72,,0.08,0.08,0
0.08,7.82,0.03,01.04,,0.58,0.1,0.59,0.4,0.88,0.88,,,,0.01,,0.76,,0.01,0.03,0
0.03,19.13,0.04,0.37,,0.49,0.04,1.91,0.83,0.07,8,,,,9,,1.21,,0,0.04,0
0.08,22.7,0.05,0.61,,0.03,0.04,0.61,1.46,0.84,0.84,,,,7,,0.1,,0.07,0.08,0
0.02,24.18,0.06,0.56,,0.34,0.08,0.15,0.52,0.45,8,,,,9,,0.15,,0.02,0.04,0
0.01,4.14,0.07,0.37,,0.18,0.02,0.67,0.75,0.08,1,,,,8,,0.95,,0.08,0.07,0
0.02,9.98,0.08,0.8,,0.09,0.1,1.59,0.21,0.35,3,,,,1,,2.17,,0.07,0.01,0
0.02,22.53,0.06,2.93,,0.3,0.03,1.59,0.27,0.88,0.88,,,,6,,1.96,,0.08,0.07,0
0.06,8.8,0.04,0.09,,0.03,0.05,0.27,1.42,0.8,0.8,,,,2,,1.96,,0.07,0.04,0
0.02,2.85,0.06,0.89,,0.17,0.02,1.53,1.3,0.93,0.93,,,,8,,0.39,,0.06,0.05,0
0.10,6.33,0.02,0.09,,0.04,0.07,0.23,0.91,0.75,0.75,,,,5,,0.92,,0.04,0.02,0
0.10,5.31,0.05,0.28,,0.45,0.06,0.47,0.89,0.78,0.78,,,,9,,1.99,,0.03,0.06,0
0.05,11.28,0.03,0.43,,0.14,0.08,0.89,0.04,0.46,2,,,,0,,0.6,,0.02,0.05,0
0.02,10.42,0.04,2.48,,0.2,0,0.07,0.73,0.06,1,,,,6,,0.1,,0,0.04,0
0.03,10.66,0.03,1.65,,0.09,0.05,0.4,0.27,0.42,8,,,,9,,5.87,,0.03,0.09,0
0.09,19.71,0.07,1.93,,0.19,0.07,01.05,0.69,0.77,0.77,,,,2,,3.9,,0.03,0.04,0
0.05,11.71,0.08,0.17,,0.06,0.05,1.27,1.15,0.97,0.97,,,,7,,0.44,,0.03,0.07,0
0.05,28.63,0.08,0.16,,0.38,0.09,0.72,0.53,0.35,7,,,,9,,0.49,,0.08,0.09,0
0.09,23.67,0.05,0.84,,0.03,0.06,1.65,0.69,0.74,0.74,,,,3,,0.69,,0.09,0,0
0.01,18.88,0.02,0.99,,0,0.04,1.26,01.04,0.17,0,,,,5,,2.62,,0,0.05,0
0.05,22.3,0.04,0.5,,0.01,0.02,0.16,0.49,0.97,0.97,,,,2,,0.75,,0.08,0.06,0
0.05,10.78,0.06,1.67,,0.21,0.07,0.1,1.38,0.26,5,,,,7,,0.06,,0.01,0.02,0
0.09,5.85,0.05,0.14,,0.01,0.03,0.03,0.15,0.09,0,,,,3,,2.47,,0.04,0,0
0.04,17.33,0.1,0.23,,0.05,0,1.95,0.48,0.13,1,,,,2,,1.57,,0.08,0.03,0
0.00,28.88,0.05,0.38,,0.08,0.08,1.92,0.72,0.42,4,,,,2,,0.35,,0.02,0.09,0
0.09,14.18,0.06,0.59,,0.34,0.01,1.48,0.54,0.73,0.73,,,,7,,1.52,,0.04,0.06,0
0.05,26.02,0.1,0.62,,0.16,0.04,1.62,1.48,0.99,0.99,,,,3,,6.19,,0.05,0.04,0
0.08,4.71,0.02,1.49,,0.08,0.09,1.49,01.05,0.57,0.57,,,,3,,1.47,,0.05,0.08,0
0.05,9.19,0.03,1.73,,0.26,0,1.76,0.56,0.5,0.5,,,,2,,0.12,,0.07,0.01,0
0.06,20.71,0.05,0.79,,0.26,0.04,1.98,0.51,0.93,0.93,,,,8,,0.01,,0.01,0.03,0
0.08,25.9,0.04,0.12,,0.02,0.07,0.66,0.55,0.38,5,,,,8,,2.87,,0.07,0.06,0
0.06,1.15,0.01,0.12,,0.07,0.02,0.51,0.91,0.7,0.7,,,,5,,0.41,,0.08,0.07,0
0.02,14.76,0.01,0.91,,0.05,0.08,1.97,0.26,0.51,0.51,,,,8,,0.86,,0.02,0.04,0
0.01,26.26,0.09,1.52,,0.03,0.06,1.57,0.11,0.52,0.52,,,,1,,0.15,,0.06,0.05,0
0.00,19.9,0.09,01.02,,0.04,0.04,0.42,0.07,0.78,0.78,,,,5,,0.19,,0.09,0.03,0
0.10,10.93,0.07,1.98,,0.02,0.08,1.34,0.03,0.18,6,,,,3,,04.08,,0.05,0.04,0
0.08,22.94,0.06,1.19,,0.36,0.04,0.21,1.43,0.32,7,,,,7,,0.11,,0.09,0.01,0
0.03,6.6,0.08,1.48,,0.02,0.05,1.93,0.18,0.49,8,,,,7,,0.76,,0.03,0.06,0
0.04,22.95,0,0.45,,0.27,0.03,1.5,0.63,0.74,0.74,,,,5,,3.26,,0.04,0.02,0
0.04,18.82,0.03,0.37,,0.01,0.03,1.82,0.26,0.92,0.92,,,,6,,1.31,,0.08,0.04,0
0.08,19.59,0.02,0.1,,0.52,0.02,1.69,0.94,0.51,0.51,,,,8,,6.43,,0.05,0.03,0
0.10,13.62,0.01,0.91,,0.38,0.06,0.97,1.31,0.76,0.76,,,,0.01,,01.04,,0.06,0.06,0
0.10,21.32,0.09,1.4,,0.01,0.04,1.33,0.63,0.74,0.74,,,,9,,1.19,,0.1,0.05,0
0.10,27.78,0.07,2.77,,0.18,0.07,0.7,1.42,0.97,0.97,,,,3,,0.04,,0.02,0.01,0
0.07,18.19,0.06,1.15,,0.09,0.07,0.67,01.08,0.41,4,,,,8,,0.63,,0.06,0.02,0
0.05,20.25,0.07,0.93,,0.14,0.04,1.57,1.17,0.26,4,,,,9,,1.62,,0.1,0,0
0.02,08.05,0.02,0.26,,0.07,0.08,0.1,0.01,0.92,0.92,,,,7,,5.32,,0.03,0.04,0
0.08,11.39,0,2.45,,0.33,0.09,1.98,1.32,0.86,0.86,,,,6,,04.03,,0.03,0.09,0
0.00,2.22,0.03,0.59,,0.57,0.08,0.28,1.25,0.06,5,,,,8,,0.01,,0.05,0.03,0
0.04,25.34,0.03,2.5,,0.23,0.06,1.62,1.27,0,1,,,,5,,0.76,,0.03,0.03,0
0.04,0.51,0.04,0.87,,0.06,0.06,1.5,0.92,0.44,4,,,,7,,1.94,,0.06,0.08,0
0.10,15.55,0.02,0.09,,0.33,0.02,1.31,1.16,0.72,0.72,,,,0.01,,1.91,,0.03,0.08,0
0.03,24.71,0.08,0.1,,0.09,0.08,0.23,0.31,0.43,0,,,,1,,0.96,,0.02,0.03,0
0.06,4.89,0.07,0.16,,0.36,0.09,01.05,0.15,0.24,4,,,,6,,0.02,,0.09,0.01,0
0.09,22.01,0.07,0.96,,0,0.02,0.77,0.49,0.11,3,,,,4,,5.51,,0.05,0.04,0
0.06,6.92,0.02,0.54,,0.1,0.07,0.99,0.08,0.52,0.52,,,,9,,0.47,,0.06,0.07,0
0.07,6.1,0.09,0.74,,0.02,0.04,1.52,0.53,0.62,0.62,,,,9,,06.06,,0,0.08,0
0.00,12.38,0.06,0.03,,0.33,0.04,1.42,0.7,0.11,1,,,,8,,0.44,,0.05,0.06,0
0.02,23.71,0.1,0.75,,0.15,0.01,0.2,0.28,0.46,6,,,,5,,0.39,,0.04,0.07,0
0.06,15.8,0.06,0.58,,0.27,0.07,1.18,0.47,0.42,9,,,,6,,0.72,,0.04,0.06,0
0.06,26.52,0.01,0.88,,0.03,0.08,0.76,1.33,0.37,3,,,,7,,3.66,,0.03,0.06,0
0.09,3.12,0.06,1.77,,0.09,0.05,0.69,0.14,0.44,8,,,,0.01,,0.1,,0.08,0.02,0
0.05,0.58,0,2.74,,0.03,0.02,0.26,0.59,0.61,0.61,,,,1,,2.39,,0.07,0.06,0
0.08,24.87,0.02,0.85,,0.65,0.08,0.93,0.62,0.35,4,,,,1,,1.88,,0.05,0,0
0.05,18.67,0.02,0.16,,0.08,0.07,1.72,0.91,0.38,8,,,,8,,0.74,,0.01,0.04,0
0.08,16.92,0.09,1.16,,0.43,0.08,0.77,1.4,0.7,0.7,,,,5,,2.21,,0.05,0.07,0
0.04,9.29,0.06,0.2,,0.29,0.01,1.36,0.31,0.84,0.84,,,,4,,0.67,,0.08,0.06,0
0.04,10.48,0.08,0.28,,0.46,0.01,1,0,0.51,0.51,,,,1,,0.56,,0.06,0.02,0
0.01,18.45,0.05,0.95,,0.03,0.07,1.48,0.45,0.59,0.59,,,,5,,5.28,,0.03,0.04,0
0.04,27.79,0.07,2.7,,0.18,0.01,1.4,0.05,0.3,3,,,,8,,4.68,,0.06,0.02,0
0.03,0.7,0.09,0.29,,0.3,0.05,0.33,0.74,0.32,5,,,,1,,1.31,,0.04,0.04,0
0.05,8.2,0.08,0.57,,0.54,0.1,0.17,0.95,0.62,0.62,,,,5,,2.54,,0.06,0.07,0
0.02,28.49,0.03,0.08,,0.19,0.03,1.18,1.1,0.38,5,,,,6,,0.14,,0.06,0,0
0.03,11.63,0.04,0.94,,0.04,0.05,1.51,1.33,0.16,3,,,,1,,1.81,,0.03,0.04,0
0.02,26.69,0.08,0.11,,0.05,0.05,0.84,0.33,0.89,0.89,,,,6,,0.96,,0.06,0.08,0
0.01,10.11,0.06,0.26,,0.19,0.05,0.19,1.18,0.71,0.71,,,,1,,0.58,,0.09,0.03,0
0.08,29.12,0.02,0.84,,0.1,0.06,1.98,0.63,0.99,0.99,,,,0.01,,3.57,,0.09,0.06,0
0.05,15.2,0.05,1.28,,0.07,0.03,1.12,1.15,0.69,0.69,,,,3,,5.66,,0.07,0.03,0
0.07,28.24,0.02,1.53,,0.4,0.05,1.84,0.4,0.59,0.59,,,,4,,3.99,,0.01,0.02,0
0.09,8.33,0.01,0.68,,0.44,0,1.35,0.32,0.29,8,,,,1,,3.6,,0.03,0.01,0
0.03,14.7,0.09,2.42,,0.42,0.09,1.71,0.65,0.64,0.64,,,,2,,0.69,,0,0.04,0
0.07,1.66,0.05,0.35,,0.15,0.05,1.31,0.33,0.58,0.58,,,,0.01,,0.24,,0.09,0,0
0.00,25.57,0.02,0.86,,0.1,0.07,0.53,0.88,0.93,0.93,,,,9,,0.67,,0.05,0.05,0
0.00,23.18,0.04,0.09,,0.07,0.05,1.23,0.66,0.93,0.93,,,,2,,3.79,,0.06,0.04,0
0.06,29.11,0.09,1.56,,0.1,0.08,1.19,0.38,0.84,0.84,,,,5,,2.4,,0.04,0.06,0
0.09,12.86,0.08,0.56,,0.14,0,0.38,0.61,0.2,1,,,,9,,1.46,,0.09,0.04,0
0.03,8.2,0.06,0.56,,0.08,0.07,1.76,0.21,0.98,0.98,,,,2,,0.48,,0.02,0.01,0
0.05,10.84,0.06,0.7,,0.13,0.07,1.13,1.34,0.48,3,,,,8,,0.47,,0.04,0.07,0
0.07,2.54,0.05,02.07,,0.21,0.05,1.85,0.33,0.6,0.6,,,,3,,3.88,,0.01,0.07,0
0.08,24.56,0.03,0.77,,0.41,0.04,1.45,0.11,0.19,4,,,,5,,0.77,,0.05,0.08,0
0.05,12.39,0.06,0.41,,0.54,0.07,0.23,0.21,0.54,0.54,,,,9,,0.5,,0.01,0.05,0
0.09,12.31,0.05,0.21,,0.18,0.07,0.11,0.11,0.41,0,,,,4,,0.59,,0.01,0.09,0
0.06,17.6,0.01,0.24,,0.26,0.07,1.6,0.52,0.51,0.51,,,,2,,0.85,,0,0.01,0
0.01,27.52,0.08,1.19,,0.01,0.05,0.83,0.59,0.85,0.85,,,,1,,05.02,,0.04,0.08,0
0.02,24.31,0.1,0.12,,0,0.06,0.68,0.01,0.95,0.95,,,,0.01,,03.07,,0.04,0.08,0
0.10,1.12,0.03,0.87,,0.02,0,0.4,1.41,0.82,0.82,,,,0,,2.25,,0.04,0.02,0
0.03,8.72,0.01,0.9,,0.05,0.06,1.43,1.35,0.27,4,,,,9,,5.49,,0.08,0.06,0
0.00,24.2,0.05,0.68,,0.09,0.05,1.23,0.52,0.62,0.62,,,,3,,1.82,,0.08,0.01,0
0.01,28.98,0.05,0.88,,0.08,0.08,0.15,0.98,0.91,0.91,,,,4,,0.16,,0.05,0.05,0
0.07,22.08,0.04,0.66,,0.01,0.07,1.21,1.33,0.55,0.55,,,,9,,0.86,,0.01,0.03,0
0.06,28.27,0.07,2.91,,0.26,0.1,1.5,0.48,0.65,0.65,,,,0,,2.76,,0.08,0.06,0
0.07,12.26,0.06,0.03,,0.07,0.09,1.56,0.25,0.54,0.54,,,,8,,0.59,,0.02,0.09,0
0.05,24.06,0.04,0.24,,0.08,0,1.67,0.5,0.89,0.89,,,,7,,2.71,,0.02,0.04,0
0.07,7.57,0.1,0.16,,0.12,0.04,1.65,1.23,0.02,6,,,,2,,0.53,,0.02,0.01,0
0.07,28.57,0.02,0.64,,0.04,0.06,0.57,0.92,0.48,6,,,,7,,0.36,,0.08,0.05,0
0.08,0.14,0.08,1.56,,0.05,0.05,0.24,1.19,0.27,3,,,,9,,0.8,,0.05,0.06,0
0.05,28.72,0.02,0.23,,0.13,0.03,1.25,1.34,0.79,0.79,,,,0.01,,0.05,,0.03,0.08,0
0.05,8.58,0.07,0.15,,0.35,0.04,0.02,01.05,0.56,0.56,,,,6,,0.57,,0.04,0.07,0
0.09,1.93,0.04,0.95,,0.15,0.02,0.1,1.47,0.9,0.9,,,,3,,1.97,,0.01,0.01,0
0.04,24.02,0.06,0.02,,0.5,0.09,1.81,0,0,3,,,,8,,0.04,,0.09,0.01,0
0.02,4.58,0.05,0.14,,0.33,0.04,1.11,0.07,0.29,2,,,,2,,0.43,,0.01,0.01,0
0.02,19.93,0.09,0.23,,0.12,0.03,1.76,0.61,0.53,0.53,,,,7,,0.55,,0.07,0.07,0
0.06,6.63,0.08,2.57,,0.03,0.1,1.52,0.94,0.15,8,,,,8,,0.26,,0.07,0.02,0
0.00,28.52,0.01,0.58,,0,0.01,0.9,0.28,0.19,1,,,,6,,0.23,,0.07,0.08,0
0.04,0.41,0.02,0.86,,0.04,0.02,1.21,0.32,0.01,4,,,,2,,1.54,,0,0.02,0
0.03,9.66,0.02,0.45,,0.59,0.01,0.39,1.35,1,1,,,,9,,02.01,,0.1,0.07,0
0.07,13.16,0.01,0.7,,0.03,0.01,0.44,0.08,0.63,0.63,,,,8,,1.54,,0.1,0.09,0
0.01,06.06,0.03,1.22,,0.62,0.09,0.84,0.64,0.46,2,,,,2,,4.81,,0.09,0.05,0
0.04,23.28,0.01,0.16,,0.02,0.02,1.35,01.03,0.04,7,,,,0,,1.78,,0.1,0,0
0.06,20.16,0.06,0.71,,0.11,0.03,1.68,1.4,0.16,5,,,,5,,1.85,,0.05,0.06,0
0.03,17.88,0.02,0.07,,0.15,0.05,1.18,1.34,0.72,0.72,,,,6,,02.04,,0.07,0.08,0
0.01,6.12,0.1,0.15,,0.21,0.08,1.95,1.48,0.34,4,,,,5,,6.45,,0.03,0.08,0
0.10,29.71,0.1,0.01,,0.19,0.08,1.34,0.69,0.77,0.77,,,,3,,0.73,,0.08,0.04,0
0.09,08.03,0.03,0.04,,0.06,0.09,0.69,1.32,0.62,0.62,,,,0.01,,1.68,,0.1,0,0
0.03,9.11,0.07,1.15,,0.66,0.05,1.85,0.88,0.36,5,,,,9,,0.99,,0.03,0.06,0
0.02,28.9,0.05,0.38,,0.6,0.06,0.34,0.61,0.98,0.98,,,,3,,0.41,,0.03,0.05,0
0.02,24.53,0.04,0.96,,0.03,0.01,1.42,01.03,0.01,8,,,,6,,0.94,,0.06,0.06,0
0.09,23.4,0.07,0.86,,0.67,0.06,1.97,0.12,0.52,0.52,,,,2,,4.94,,0.01,0.01,0
0.09,18.84,0.05,0.75,,0.03,0.09,1.85,1.43,0.68,0.68,,,,4,,0.09,,0.04,0.04,0
0.04,19.88,0.04,0.77,,0.22,0.05,1.23,0.51,0.57,0.57,,,,1,,3.76,,0,0.05,0
0.04,5.13,0.01,0.67,,0.05,0.04,0.67,0.25,0.74,0.74,,,,1,,1.22,,0.03,0.02,0
0.08,02.02,0.09,0.18,,0.02,0.05,0.28,0.93,0.82,0.82,,,,3,,2.87,,0.02,0.02,0
0.10,15.9,0.04,0.88,,0.05,0.03,1.46,0.93,0.83,0.83,,,,7,,0.62,,0.09,0.02,0
0.07,24.05,0.03,0.44,,0.03,0.09,1.88,0.45,0.38,9,,,,2,,0.86,,0.09,0.07,0
0.05,28.66,0.02,1.54,,0.32,0,1.95,1.18,0.81,0.81,,,,5,,3.75,,0.09,0.01,0
0.06,11.53,0.08,0.05,,0.08,0.06,0.24,1.23,0,8,,,,8,,2.82,,0.09,0.07,0
0.09,06.04,0.03,0.16,,0.09,0.03,1.63,0.26,0.61,0.61,,,,6,,0.71,,0.07,0,0
0.08,5.69,0.08,0.2,,0.45,0.09,0.47,0.9,0.16,7,,,,1,,0.29,,0.06,0.05,0
0.02,17.82,0.02,0.1,,0.02,0.03,1.54,0.05,0.45,9,,,,6,,2.88,,0.02,0.03,0
0.01,16.67,0.08,0.81,,0.22,0.08,0.88,0.12,0.87,0.87,,,,9,,0.44,,0.04,0.02,0
0.06,17.31,0.09,0.74,,0.08,0.05,0,1.25,0.11,3,,,,0.01,,0.93,,0,0.02,0
0.03,13.91,0.08,1.72,,0.01,0.05,0.76,0.47,0.74,0.74,,,,5,,0.4,,0.02,0.07,0
0.10,5.48,0.03,0.32,,0.03,0.07,1.64,0.78,0.8,0.8,,,,0.01,,0.85,,0.04,0.03,0
0.03,22.38,0.02,02.03,,0.08,0.04,1.58,0.57,0.6,0.6,,,,0.01,,2.4,,0.05,0.03,0
0.01,0.11,0.03,0.03,,0.04,0.04,1.95,0.48,0.29,2,,,,0.01,,0.7,,0.02,0.07,0
0.05,26.24,0.07,0.19,,0.12,0.02,1.81,0.92,0.7,0.7,,,,8,,0.91,,0.01,0.01,0
0.02,10.16,0.1,0.92,,0.09,0.1,1.22,1.23,0.96,0.96,,,,2,,0.73,,0.09,0.04,0
0.08,16.7,0.03,0.54,,0.01,0.01,01.05,0.86,0.37,2,,,,0.01,,05.07,,0.07,0.03,0
0.08,18.4,0.08,0.32,,0.14,0.05,0.38,0.47,0.04,7,,,,8,,4.84,,0.08,0.02,0
0.08,14.82,0.01,0.77,,0.04,0.01,1.46,0.45,0.3,8,,,,1,,2.65,,0.06,0.06,0
0.06,22.68,0.06,0.25,,0.54,0.03,1.52,0.67,0.68,0.68,,,,3,,2.43,,0.09,0.01,0
0.04,21.4,0.04,0.58,,0.04,0.05,0.95,1,0.75,0.75,,,,9,,0.08,,0.07,0.02,0
0.01,22.42,0.09,0.94,,0.57,0.08,1.64,01.06,0.07,1,,,,2,,3.93,,0.02,0.07,0
0.08,27.15,0.05,1.65,,0.01,0.04,1.24,0.66,0.68,0.68,,,,9,,0.61,,0.04,0.07,0
0.08,16.31,0.08,0.93,,0.04,0.03,1.43,1.39,0.11,0,,,,1,,0.9,,0.02,0.07,0
0.00,17.85,0.09,0.14,,0.01,0.02,1.32,0.95,0.61,0.61,,,,2,,0.96,,0.09,0.04,0
0.09,24.69,0.03,0.83,,0.37,0.08,0.15,1.19,0.09,5,,,,5,,5,,0.09,0.06,0
0.07,02.08,0.01,2.37,,0.27,0.04,1.69,1.37,0.93,0.93,,,,9,,0.75,,0,0.01,0
0.05,27.98,0.01,0.89,,0.28,0.1,0.8,0.91,0.15,8,,,,5,,6.86,,0,0.01,0
0.01,24.83,0.08,0.47,,0.01,0.01,01.07,01.04,0.76,0.76,,,,2,,0.04,,0.09,0,0
0.07,0.3,0.03,1.84,,0.36,0.1,0.53,01.05,0.38,3,,,,0.01,,1.45,,0.1,0.05,0
0.02,9.14,0.09,0.75,,0.43,0.06,0.37,0.95,0.33,6,,,,2,,0.28,,0.01,0.02,0
0.08,20.64,0.07,0.48,,0.09,0.06,0.83,01.09,0.34,5,,,,1,,1.37,,0.04,0.01,0
0.04,8.88,0.01,0.44,,0.07,0.01,0.16,0.39,0.41,6,,,,5,,0.53,,0.08,0.06,0
0.08,13.22,0.09,1.1,,0.09,0.03,0.88,0.28,0.15,5,,,,4,,0.49,,0.07,0.08,0
0.09,24.03,0.09,2.35,,0.04,0,0.04,0.2,0.44,7,,,,5,,0.19,,0.06,0.01,0
0.01,3.48,0.09,0.23,,0.42,0.03,0.29,0.57,0.64,0.64,,,,2,,0.73,,0.03,0,0
0.06,27.5,0.09,0.85,,0.24,0.09,01.04,1.36,0.72,0.72,,,,8,,3.3,,0.09,0.04,0
0.05,16.48,0.01,0.03,,0.34,0.09,0.58,0.54,0.2,5,,,,0,,2.93,,0.06,0,0
0.10,02.01,0.04,0.9,,0.09,0.06,0.81,0.54,0.11,5,,,,7,,0.22,,0.07,0.03,0
0.02,19.16,0.02,1.18,,0.46,0.06,0.78,0.06,0.54,0.54,,,,7,,0.16,,0.01,0.06,0
0.01,20.44,0.09,0.92,,0.44,0.04,0.11,1.22,0.52,0.52,,,,6,,0.57,,0.09,0.08,0
0.02,0.12,0.05,0.79,,0.04,0.06,1.8,0.72,0.57,0.57,,,,9,,1.18,,0.01,0.02,0
0.03,17.23,0.04,1.35,,0.33,0.05,0.87,0.3,0.76,0.76,,,,9,,3.53,,0.01,0.06,0
0.09,7.52,0.07,0.48,,0.17,0.04,0.42,0.07,0.32,0,,,,4,,4.31,,0.05,0.04,0
0.02,1.41,0.06,0.93,,0.1,0.08,1.83,0.04,0.84,0.84,,,,2,,1.76,,0.01,0.06,0
0.08,16.99,0.09,1.78,,0.17,0.04,0.07,0.76,0.49,3,,,,0.01,,1.58,,0.05,0.03,0
0.01,22.06,0.06,0.23,,0.09,0,1.65,0.61,0.78,0.78,,,,3,,1.78,,0.06,0.06,0
0.00,4.89,0.04,0.77,,0.59,0.01,0.2,0.86,0.1,5,,,,7,,0.19,,0.03,0.02,0
0.08,26.23,0.01,0.43,,0.02,0.07,0.94,1.13,0.81,0.81,,,,8,,1.24,,0.09,0.05,0
0.01,1.37,0.04,0.87,,0.28,0.09,1.77,0.78,0.22,5,,,,6,,1.46,,0.09,0.05,0
0.05,19.99,0.09,0.44,,0.06,0.06,1.93,0.02,0.49,7,,,,8,,0.1,,0.09,0.02,0
0.06,1.81,0.01,0.38,,0,0.03,0.03,0.73,0.9,0.9,,,,7,,6.69,,0.03,0.08,0
0.07,3.83,0.07,0.19,,0.08,0.02,0.5,1.31,0.13,9,,,,0,,0.4,,0.06,0.03,0
0.00,08.02,0,0.78,,0.02,0.05,1.56,1.47,0.97,0.97,,,,5,,0.92,,0.07,0.01,0
0.07,21.55,0.07,1.12,,0.05,0.08,1.26,0.04,0.46,7,,,,7,,0.12,,0.01,0.07,0
0.01,8.46,0.05,0.25,,0.05,0.08,1.33,0.71,0.66,0.66,,,,6,,5.49,,0.04,0.02,0
0.09,9.94,0.04,0.15,,0.26,0.07,0.73,01.06,0.69,0.69,,,,7,,0.35,,0.05,0.08,0
0.07,10.54,0.06,0.72,,0.12,0.04,0.88,1.13,0.5,0.5,,,,6,,1.72,,0.04,0.03,0
0.08,24,0.07,0.28,,0.01,0.06,1.43,0.63,0.59,0.59,,,,8,,0.04,,0.05,0.07,0
0.05,24.52,0.09,1.83,,0.21,0.04,0.99,0.36,0.34,7,,,,1,,5.42,,0.09,0,0
0.08,14.36,0.05,1.31,,0.08,0.04,0.26,1.41,0.34,4,,,,3,,0.11,,0.06,0.04,0
0.01,6.37,0.05,0.36,,0.02,0.05,1.58,0.43,0.98,0.98,,,,1,,0.07,,0.05,0.07,0
0.05,21.69,0.07,0.83,,0.04,0.09,1.65,0.03,0.17,1,,,,1,,1.27,,0.03,0,0
0.09,9.66,0.01,0.38,,0.08,0.03,1.52,01.02,0.39,2,,,,3,,1,,0.08,0.02,0
0.09,27.01,0.08,0.64,,0.05,0.01,0.69,1.39,0.89,0.89,,,,5,,0.37,,0.09,0,0
0.01,17.91,0.09,0.36,,0.17,0.03,0.55,01.01,0.68,0.68,,,,7,,0.57,,0.04,0.06,0
0.03,5.21,0.09,2.39,,0.13,0.05,0.29,1.14,0.77,0.77,,,,6,,0.34,,0.04,0.09,0
0.07,18.2,0.09,0.63,,0.01,0.02,0.56,1.49,0.58,0.58,,,,3,,0,,0,0.06,0
0.05,20.04,0.05,1.27,,0.35,0.05,1.62,0.98,0.07,8,,,,7,,0.71,,0.08,0.02,0
0.09,26.4,0.03,0.92,,0.57,0,0.36,0.03,0.23,4,,,,0,,0.25,,0.01,0.05,0
0.08,23.62,0.06,1.16,,0.4,0.06,1.53,0.33,0.8,0.8,,,,6,,0.88,,0.01,0.06,0
0.01,0.05,0.08,0.02,,0.09,0.05,0.69,1.35,0.04,0,,,,6,,1,,0.04,0.07,0
0.06,0.01,0.06,0.86,,0.02,0.05,01.05,0.28,0.7,0.7,,,,7,,3.9,,0.04,0.08,0
0.10,3.59,0.03,0.24,,0.26,0.04,0.81,1.43,0.72,0.72,,,,3,,0.01,,0.08,0,0
0.10,9.43,0.06,0.66,,0.07,0.07,0.9,1.24,0.6,0.6,,,,7,,0.05,,0,0.03,0
0.06,19.63,0.03,0.99,,0.43,0.06,1.26,1.27,0.23,8,,,,0,,5.23,,0.06,0.04,0
0.09,11.68,0.07,0.1,,0.28,0.07,1.73,0.8,0.93,0.93,,,,6,,2.72,,0.01,0.07,0
0.02,16.77,0.03,2.21,,0.04,0.09,1.72,0.73,0.81,0.81,,,,1,,0.13,,0.01,0.09,0
0.04,26.48,0.07,0.82,,0.39,0.05,1.92,1.44,0.13,2,,,,7,,0.55,,0.03,0.05,0
0.03,24.41,0.01,0.44,,0.02,0.02,1.92,1.42,0.67,0.67,,,,4,,0.21,,0.05,0.09,0
0.03,11.99,0,1.87,,0.04,0.05,0.38,0.27,0.08,6,,,,1,,5.3,,0.05,0.05,0
0.05,0.45,0.05,1.81,,0.01,0.02,1.31,0.63,0.44,3,,,,2,,0.56,,0.07,0.08,0
0.06,5.67,0.04,0.14,,0.22,0.07,0.04,1.37,0.84,0.84,,,,7,,0.97,,0.02,0,0
0.03,26.47,0,0.03,,0.1,0.01,1.76,1.44,0.95,0.95,,,,9,,1.53,,0.08,0.05,0
0.03,7.29,0.05,1.38,,0.04,0.06,1.97,0.08,0.69,0.69,,,,3,,1.23,,0.04,0.07,0
0.05,0.56,0.05,0.56,,0.09,0.1,0.85,1.35,0.05,8,,,,3,,0.42,,0,0.03,0
0.08,06.07,0.01,1.53,,0.61,0.07,0.3,01.02,0.88,0.88,,,,4,,0.09,,0.1,0.02,0
0.06,21.95,0.09,0.77,,0.05,0.03,0.16,0.12,0.63,0.63,,,,7,,1.35,,0.04,0,0
